user_id,edad,sexo,ocupacion,situacion_vida,ciudad,ingreso_base,ingreso_variable,ingreso_total_estimado,meta_ahorro,frecuencia_ahorro,ratio_deuda_inicial,saldo_deuda_inicial,arquetipo_comportamiento
USR_00200,58,O,Comerciante,Vive con pareja,Tuxtla Gutiérrez,59856.1,2337.46,62193.56,6.54,Baja,0.5466,33995.0,Equilibrado
USR_00201,45,M,Abogado,Vive con familia,Morelia,27817.29,2458.16,30275.45,22.92,Media,0.1,3027.55,Gastador
USR_00202,57,M,Dentista,Vive con pareja,Culiacán,21231.37,2394.52,23625.89,21.82,Media,0.4478,10579.67,Equilibrado
USR_00203,60,F,Profesor,Vive con pareja,Mexicali,13679.68,579.6,14259.28,18.53,Alta,0.564,8042.23,Ahorrador
USR_00204,48,F,Analista de Datos,Vive con familia,Tlaxcala,23759.4,321.77,24081.17,23.23,Media,0.256,6164.78,Financieramente_Inestable
USR_00205,44,F,Chef,Vive con familia,Tepic,15852.0,4585.08,20437.08,8.32,Media,0.1152,2354.35,Financieramente_Inestable
USR_00206,39,M,Dentista,Vive con familia,Colima,27522.32,4162.36,31684.68,16.58,Baja,0.3494,11070.63,Gastador
USR_00207,47,M,Comerciante,Vive con familia,Colima,22548.25,2124.95,24673.2,24.14,Alta,0.4952,12218.17,Equilibrado
USR_00208,27,F,Profesor,Vive con familia,Colima,14320.62,48.08,14368.7,22.58,Alta,0.1846,2652.46,Ahorrador
USR_00209,43,F,Ejecutivo,Vive solo,Oaxaca,125438.57,19469.66,144908.23,29.84,Alta,0.4987,72265.73,Endeudado
USR_00210,35,O,Diseñador,Vive con familia,Xalapa,18940.58,814.03,19754.61,10.53,Media,0.2013,3976.6,Gastador
USR_00211,65,F,Abogado,Vive solo,San Luis Potosí,25181.25,2799.4,27980.65,13.61,Baja,0.4192,11729.49,Endeudado
USR_00212,51,F,Veterinario,Vive con pareja,Mérida,20654.62,1555.13,22209.75,16.84,Alta,0.2154,4783.98,Endeudado
USR_00213,60,F,Arquitecto,Vive con pareja,Tlaxcala,21190.16,1765.17,22955.33,14.71,Media,0.1618,3714.17,Gastador
USR_00214,27,M,Enfermero,Vive solo,Villahermosa,28390.89,2354.76,30745.65,14.43,Baja,0.3816,11732.54,Financieramente_Inestable
USR_00215,77,O,Jubilado,Vive con familia,Campeche,16510.5,172.44,16682.94,12.58,Alta,0.1665,2777.71,Ahorrador
USR_00216,40,O,Emprendedor,Vive con pareja,Querétaro,88040.76,43372.22,131412.98,10.98,Media,0.4765,62618.28,Equilibrado
USR_00217,41,M,Enfermero,Vive con pareja,Pachuca,21539.04,1104.56,22643.6,7.47,Baja,0.3082,6978.76,Endeudado
USR_00218,46,F,Diseñador,Vive con familia,Guanajuato,13051.46,3383.27,16434.73,5.41,Baja,0.5641,9270.83,Gastador
USR_00219,37,F,Dentista,Vive con familia,Zacatecas,19947.98,1515.41,21463.39,17.48,Baja,0.5689,12210.52,Equilibrado
USR_00220,54,O,Emprendedor,Vive solo,Zacatecas,32664.53,18177.25,50841.78,23.01,Media,0.1512,7687.28,Financieramente_Inestable
USR_00221,58,M,Arquitecto,Vive con familia,La Paz,15507.36,2626.01,18133.37,21.71,Alta,0.2768,5019.32,Endeudado
USR_00222,25,M,Dentista,Vive solo,Aguascalientes,18280.8,1667.24,19948.04,20.94,Baja,0.552,11011.32,Gastador
USR_00223,65,O,Ejecutivo,Vive con pareja,Toluca,91133.85,304.86,91438.71,18.39,Media,0.0594,5431.46,Endeudado
USR_00224,31,F,Abogado,Vive con pareja,La Paz,28770.73,3017.39,31788.12,20.49,Media,0.4984,15843.2,Equilibrado
USR_00225,47,M,Enfermero,Vive con familia,La Paz,26474.94,643.89,27118.83,12.5,Alta,0.4096,11107.87,Financieramente_Inestable
USR_00226,44,F,Chef,Vive con familia,Oaxaca,30104.14,4298.92,34403.06,22.57,Alta,0.3249,11177.55,Equilibrado
USR_00227,61,M,Médico,Vive con familia,Chetumal,56361.85,2590.01,58951.86,22.31,Baja,0.3115,18363.5,Ahorrador
USR_00228,54,O,Programador,Vive con familia,Ciudad Victoria,42540.39,279.93,42820.32,12.86,Alta,0.3729,15967.7,Endeudado
USR_00229,24,O,Chef,Vive con familia,Tuxtla Gutiérrez,26365.29,4460.68,30825.97,26.24,Baja,0.5431,16741.58,Equilibrado
USR_00230,55,O,Ingeniero,Vive solo,Guadalajara,41090.98,1421.17,42512.15,10.8,Alta,0.2373,10088.13,Endeudado
USR_00231,21,O,Diseñador,Vive con familia,Oaxaca,26584.83,6249.15,32833.98,10.7,Baja,0.5676,18636.57,Equilibrado
USR_00232,25,O,Chef,Vive solo,Tuxtla Gutiérrez,49064.04,4347.75,53411.79,6.84,Media,0.1348,7199.91,Endeudado
USR_00233,40,F,Chef,Vive con familia,Morelia,29313.61,804.84,30118.45,16.12,Media,0.1062,3198.58,Ahorrador
USR_00234,65,F,Ejecutivo,Vive solo,Aguascalientes,101244.08,2091.56,103335.64,18.86,Baja,0.3789,39153.87,Equilibrado
USR_00235,48,F,Analista de Datos,Vive con familia,Chihuahua,30409.59,257.57,30667.16,27.63,Alta,0.3646,11181.25,Ahorrador
USR_00236,42,F,Dentista,Vive solo,Durango,19516.97,1924.86,21441.83,15.87,Media,0.2149,4607.85,Endeudado
USR_00237,63,O,Contador,Vive con pareja,Guadalajara,20924.44,1290.34,22214.78,8.39,Alta,0.5719,12704.63,Equilibrado
USR_00238,48,O,Diseñador,Vive con familia,Saltillo,19698.93,4819.2,24518.13,29.36,Alta,0.2152,5276.3,Gastador
USR_00239,45,M,Emprendedor,Vive con pareja,Chilpancingo,33651.91,9381.07,43032.98,23.37,Baja,0.3201,13774.86,Gastador
USR_00240,37,O,Chef,Vive solo,Aguascalientes,51191.74,6034.51,57226.25,19.1,Baja,0.5985,34249.91,Ahorrador
USR_00241,70,F,Comerciante,Vive con familia,Colima,26256.09,10472.05,36728.14,6.73,Media,0.4201,15429.49,Ahorrador
USR_00242,29,O,Programador,Vive solo,Toluca,48609.46,7671.32,56280.78,29.77,Media,0.3702,20835.14,Gastador
USR_00243,32,M,Ejecutivo,Vive con familia,Chetumal,129072.09,9281.04,138353.13,18.42,Baja,0.5529,76495.45,Ahorrador
USR_00244,32,F,Enfermero,Vive con familia,Campeche,31175.0,138.09,31313.09,21.94,Media,0.5817,18214.82,Equilibrado
USR_00245,19,F,Estudiante,Vive con familia,Hermosillo,4811.17,245.7,5056.87,19.51,Baja,0.1716,867.76,Equilibrado
USR_00246,76,M,Jubilado,Vive con pareja,Pachuca,14522.35,724.45,15246.8,12.39,Alta,0.1138,1735.09,Financieramente_Inestable
USR_00247,43,M,Analista de Datos,Vive con pareja,Guanajuato,32570.64,673.78,33244.42,16.9,Media,0.4471,14863.58,Equilibrado
USR_00248,32,M,Arquitecto,Vive solo,Chilpancingo,15338.78,1052.48,16391.26,25.0,Baja,0.1842,3019.27,Ahorrador
USR_00249,57,O,Ejecutivo,Vive con pareja,Puebla,145846.26,6763.05,152609.31,9.61,Baja,0.4115,62798.73,Equilibrado
USR_00250,51,M,Profesor,Vive con pareja,Villahermosa,25620.67,996.22,26616.89,10.14,Baja,0.4948,13170.04,Ahorrador
USR_00251,41,O,Ejecutivo,Vive solo,Guadalajara,86579.3,3412.51,89991.81,21.77,Media,0.3402,30615.21,Gastador
USR_00252,57,O,Chef,Vive con pareja,Oaxaca,17483.14,1846.14,19329.28,9.31,Baja,0.4383,8472.02,Equilibrado
USR_00253,31,M,Ingeniero,Vive solo,Oaxaca,25961.5,619.37,26580.87,14.33,Alta,0.331,8798.27,Equilibrado
USR_00254,47,M,Chef,Vive con familia,Chihuahua,20916.18,3987.68,24903.86,21.13,Alta,0.3552,8845.85,Equilibrado
USR_00255,48,O,Diseñador,Vive con familia,Querétaro,26246.43,6815.06,33061.49,17.12,Alta,0.4984,16477.85,Financieramente_Inestable
USR_00256,51,M,Emprendedor,Vive con familia,Guanajuato,86893.15,25280.81,112173.96,17.22,Alta,0.361,40494.8,Endeudado
USR_00257,42,M,Arquitecto,Vive con familia,Durango,18372.65,1060.73,19433.38,19.14,Media,0.3523,6846.38,Ahorrador
USR_00258,53,O,Ejecutivo,Vive con pareja,Hermosillo,104204.34,15772.08,119976.42,16.03,Alta,0.5944,71313.98,Ahorrador
USR_00259,42,M,Contador,Vive con pareja,Saltillo,27746.58,89.43,27836.01,26.55,Alta,0.2915,8114.2,Financieramente_Inestable
USR_00260,71,O,Jubilado,Vive con pareja,Pachuca,35831.46,1093.33,36924.79,20.4,Alta,0.4974,18366.39,Endeudado
USR_00261,47,O,Ejecutivo,Vive con familia,Ciudad Victoria,109685.77,3693.72,113379.49,12.32,Baja,0.197,22335.76,Financieramente_Inestable
USR_00262,36,M,Médico,Vive con familia,Tuxtla Gutiérrez,58324.74,9165.05,67489.79,29.81,Baja,0.1198,8085.28,Financieramente_Inestable
USR_00263,35,M,Diseñador,Vive con pareja,Querétaro,29513.89,5987.49,35501.38,19.44,Media,0.3953,14033.7,Equilibrado
USR_00264,48,O,Ingeniero,Vive con familia,La Paz,33046.47,919.44,33965.91,14.23,Media,0.23,7812.16,Ahorrador
USR_00265,65,F,Comerciante,Vive solo,Durango,57161.78,10238.32,67400.1,18.36,Alta,0.5825,39260.56,Endeudado
USR_00266,38,M,Diseñador,Vive con pareja,Campeche,19768.37,3427.44,23195.81,17.13,Media,0.5418,12567.49,Endeudado
USR_00267,26,M,Comerciante,Vive con pareja,Xalapa,20448.13,8768.69,29216.82,5.02,Media,0.1613,4712.67,Gastador
USR_00268,32,M,Analista de Datos,Vive solo,Mexicali,45981.55,4030.72,50012.27,14.01,Alta,0.2545,12728.12,Financieramente_Inestable
USR_00269,60,M,Chef,Vive solo,Tuxtla Gutiérrez,26664.44,5595.06,32259.5,21.39,Baja,0.1024,3303.37,Equilibrado
USR_00270,67,M,Jubilado,Vive solo,Cuernavaca,25583.33,569.31,26152.64,13.59,Alta,0.5935,15521.59,Equilibrado
USR_00271,37,M,Ingeniero,Vive solo,Querétaro,28407.45,2075.91,30483.36,12.83,Media,0.1254,3822.61,Endeudado
USR_00272,29,F,Dentista,Vive con familia,Puebla,22957.62,38.91,22996.53,16.0,Baja,0.1672,3845.02,Endeudado
USR_00273,38,M,Comerciante,Vive con familia,Colima,17894.79,898.9,18793.69,19.74,Media,0.2433,4572.5,Equilibrado
USR_00274,25,F,Programador,Vive con familia,Saltillo,29926.68,3597.18,33523.86,12.12,Baja,0.0648,2172.35,Endeudado
USR_00275,58,F,Freelancer,Vive solo,Querétaro,40571.35,18204.62,58775.97,6.36,Alta,0.3222,18937.62,Ahorrador
USR_00276,56,F,Ingeniero,Vive con pareja,Monterrey,46105.36,55.64,46161.0,12.91,Media,0.5234,24160.67,Gastador
USR_00277,55,F,Abogado,Vive solo,Tepic,29316.79,4516.94,33833.73,6.69,Media,0.1687,5707.75,Financieramente_Inestable
USR_00278,54,F,Analista de Datos,Vive con pareja,La Paz,42547.52,1802.21,44349.73,21.01,Baja,0.3888,17243.18,Equilibrado
USR_00279,33,O,Freelancer,Vive con pareja,Toluca,68458.8,6382.16,74840.96,19.66,Baja,0.4246,31777.47,Ahorrador
USR_00280,26,O,Contador,Vive solo,Chihuahua,16400.64,1516.45,17917.09,20.31,Alta,0.2201,3943.55,Endeudado
USR_00281,28,F,Médico,Vive solo,Chihuahua,46855.53,6573.83,53429.36,28.83,Baja,0.3345,17872.12,Endeudado
USR_00282,30,O,Enfermero,Vive con familia,La Paz,33744.41,2947.44,36691.85,7.95,Alta,0.2343,8596.9,Equilibrado
USR_00283,24,M,Programador,Vive solo,Xalapa,39845.9,4070.51,43916.41,26.48,Alta,0.2522,11075.72,Equilibrado
USR_00284,63,M,Jubilado,Vive solo,Chihuahua,16852.13,428.74,17280.87,26.57,Alta,0.0753,1301.25,Equilibrado
USR_00285,60,F,Arquitecto,Vive con pareja,Ciudad Victoria,27046.73,3862.39,30909.12,10.61,Alta,0.2789,8620.55,Endeudado
USR_00286,59,M,Ingeniero,Vive con familia,Xalapa,28048.29,1408.14,29456.43,9.48,Baja,0.5898,17373.4,Financieramente_Inestable
USR_00287,43,F,Comerciante,Vive solo,Culiacán,64599.87,10035.52,74635.39,16.42,Media,0.1604,11971.52,Gastador
USR_00288,52,M,Contador,Vive con familia,Tuxtla Gutiérrez,18628.93,1810.47,20439.4,24.4,Baja,0.5452,11143.56,Endeudado
USR_00289,24,O,Estudiante,Vive con familia,Guadalajara,3167.37,171.53,3338.9,22.34,Alta,0.573,1913.19,Ahorrador
USR_00290,28,M,Analista de Datos,Vive con pareja,Xalapa,24566.22,2415.14,26981.36,29.03,Alta,0.4414,11909.57,Ahorrador
USR_00291,46,F,Freelancer,Vive con familia,La Paz,52050.81,11633.11,63683.92,7.12,Alta,0.328,20888.33,Gastador
USR_00292,78,O,Jubilado,Vive solo,Chilpancingo,11868.49,393.11,12261.6,12.29,Media,0.5593,6857.91,Equilibrado
USR_00293,48,F,Diseñador,Vive con pareja,Morelia,18254.99,409.03,18664.02,24.5,Baja,0.1099,2051.18,Ahorrador
USR_00294,46,M,Diseñador,Vive con familia,Villahermosa,14776.94,1588.32,16365.26,16.3,Media,0.1958,3204.32,Ahorrador
USR_00295,24,F,Analista de Datos,Vive solo,Durango,24880.67,2131.21,27011.88,22.78,Media,0.2679,7236.48,Ahorrador
USR_00296,26,M,Abogado,Vive con familia,Campeche,29281.45,5004.79,34286.24,18.75,Alta,0.3041,10426.45,Endeudado
USR_00297,18,M,Estudiante,Vive con familia,Oaxaca,8812.61,865.9,9678.51,25.59,Media,0.4275,4137.56,Financieramente_Inestable
USR_00298,68,F,Jubilado,Vive con familia,Campeche,37522.86,140.69,37663.55,9.94,Baja,0.2939,11069.32,Ahorrador
USR_00299,54,M,Arquitecto,Vive con pareja,Pachuca,15759.57,2912.78,18672.35,23.11,Media,0.0662,1236.11,Gastador
USR_00300,34,F,Profesor,Vive solo,Xalapa,18324.58,817.3,19141.88,20.35,Baja,0.1852,3545.08,Equilibrado
