user_id,periodo,anio,mes,nombre_mes,perfil_financiero,diagnostico_principal,edad,sexo,ocupacion,situacion_vida,ciudad,ingreso_base_estimado,ingreso_variable_estimado,ingreso_total_estimado,meta_ahorro,frecuencia_ahorro,ratio_deuda_inicial,saldo_deuda_inicial,ingreso_base_real,ingreso_variable_real,ingresos,gastos,gastos_recurrentes,gastos_variables,pagos_deuda,ahorro,inversiones,financiamiento,numero_transacciones,numero_gastos,ticket_promedio_gasto,gasto_alimentacion,gasto_transporte,gasto_salud,gasto_vivienda,gasto_educacion,gasto_entretenimiento,gasto_servicios,gasto_compras,gasto_otros,categoria_principal,gasto_categoria_principal,concentracion_gasto,balance_operativo,saldo_caja,tasa_gasto,tasa_ahorro,tasa_pago_deuda,tasa_financiamiento,tasa_inversion,tasa_gasto_variable,porcentaje_gasto_recurrente,cumplimiento_meta_ahorro,desviacion_ingreso_estimado,saldo_deuda_estimado,ratio_saldo_deuda_ingreso,variacion_ingreso_3m,promedio_balance_3m,meses_con_financiamiento_3m
USR_00039,2025-08,2025,8,Agosto,En observación,Ahorro insuficiente,66,O,Jubilado,Vive solo,Chetumal,17641.68,625.21,18266.89,28.14,Baja,0.4278,7814.58,16936.21,407.04,17343.25,14233.23,5729.86,8503.37,535.16,0.0,0.0,0.0,22,19,749.12,1205.18,447.04,2948.48,5745.27,122.45,165.33,1778.88,749.83,1070.77,vivienda,5745.27,0.4037,2574.86,2574.86,0.8207,0.0,0.0309,0.0,0.0,0.4903,0.4026,0.0,-0.0506,4285.81,0.2471,0.0192,3342.62,0
USR_00039,2025-09,2025,9,Septiembre,En observación,Ahorro insuficiente,66,O,Jubilado,Vive solo,Chetumal,17641.68,625.21,18266.89,28.14,Baja,0.4278,7814.58,17762.69,438.59,18201.28,14070.5,6120.25,7950.25,763.44,0.0,0.0,0.0,20,17,827.68,6456.35,0.0,0.0,5808.47,0.0,0.0,1291.05,0.0,514.63,alimentacion,6456.35,0.4589,3367.34,3367.34,0.7731,0.0,0.0419,0.0,0.0,0.4368,0.435,0.0,-0.0036,3522.37,0.1935,0.04,3219.33,0
USR_00039,2025-10,2025,10,Octubre,En riesgo,Déficit y financiamiento,66,O,Jubilado,Vive solo,Chetumal,17641.68,625.21,18266.89,28.14,Baja,0.4278,7814.58,18372.68,671.81,19044.49,19097.94,5391.59,13706.35,1761.08,0.0,0.0,1814.54,24,20,954.9,3380.07,0.0,1554.96,6213.26,1648.29,153.18,1149.34,4276.27,722.57,vivienda,6213.26,0.3253,-1814.53,0.01,1.0028,0.0,0.0925,0.0953,0.0,0.7197,0.2823,0.0,0.0426,3575.83,0.1878,0.0467,1375.89,1
USR_00039,2025-11,2025,11,Noviembre,En riesgo,Déficit y financiamiento,66,O,Jubilado,Vive solo,Chetumal,17641.68,625.21,18266.89,28.14,Baja,0.4278,7814.58,17104.68,535.7,17640.38,19306.63,6597.45,12709.18,1562.94,0.0,0.0,3229.18,25,21,919.36,981.74,3282.67,2557.89,6358.61,41.12,771.84,1237.77,2609.54,1465.45,vivienda,6358.61,0.3293,-3229.19,-0.01,1.0945,0.0,0.0886,0.1831,0.0,0.7205,0.3417,0.0,-0.0343,5242.07,0.2972,0.0386,-558.79,2
USR_00039,2025-12,2025,12,Diciembre,En riesgo,Déficit y financiamiento,66,O,Jubilado,Vive solo,Chetumal,17641.68,625.21,18266.89,28.14,Baja,0.4278,7814.58,17234.5,693.01,17927.51,17317.96,5510.82,11807.14,1061.83,0.0,0.0,452.26,21,17,1018.7,6878.96,0.0,1186.24,6115.76,0.0,155.65,702.24,0.0,2279.11,alimentacion,6878.96,0.3972,-452.28,-0.02,0.966,0.0,0.0592,0.0252,0.0,0.6586,0.3182,0.0,-0.0186,4632.5,0.2584,0.0407,-1832.0,3
USR_00040,2025-01,2025,1,Enero,En observación,Endeudamiento,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,21111.68,4036.57,25148.25,19663.95,3314.73,16349.22,3690.49,0.0,986.59,0.0,26,22,893.82,9890.39,1820.35,2052.8,1051.57,0.0,1795.3,1776.36,773.79,503.39,alimentacion,9890.39,0.503,807.22,807.22,0.7819,0.0,0.1467,0.0,0.0392,0.6501,0.1686,0.0,0.0479,8702.99,0.3461,0.0,807.22,0
USR_00040,2025-02,2025,2,Febrero,En observación,Ahorro insuficiente,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,22468.76,2368.66,24837.42,16952.85,3927.98,13024.87,2340.99,0.0,0.0,0.0,23,20,847.64,5759.35,152.66,1724.87,1764.8,1502.15,0.0,1879.4,2800.31,1369.31,alimentacion,5759.35,0.3397,5543.58,5543.58,0.6826,0.0,0.0943,0.0,0.0,0.5244,0.2317,0.0,0.0349,6362.0,0.2561,0.0088,3175.4,0
USR_00040,2025-03,2025,3,Marzo,Saludable,Endeudamiento,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,21323.41,1399.87,22723.28,14694.25,2792.05,11902.2,3457.78,2885.19,0.0,0.0,23,19,773.38,2159.13,557.39,2233.86,974.99,1685.8,1510.35,1328.69,3322.66,921.38,compras,3322.66,0.2261,1686.06,1686.06,0.6467,0.127,0.1522,0.0,0.0,0.5238,0.19,0.617,-0.0532,2904.22,0.1278,0.0544,2678.95,0
USR_00040,2025-04,2025,4,Abril,Saludable,Equilibrado,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,22976.08,1388.06,24364.14,16526.12,3159.81,13366.31,2217.49,2675.19,0.0,0.0,23,19,869.8,6315.26,2732.86,1264.41,1225.43,907.23,193.98,1254.32,796.26,1836.37,alimentacion,6315.26,0.3821,2945.34,2945.34,0.6783,0.1098,0.091,0.0,0.0,0.5486,0.1912,0.5335,0.0152,686.73,0.0282,0.0463,3391.66,0
USR_00040,2025-05,2025,5,Mayo,En observación,Ahorro insuficiente,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,22243.01,2263.27,24506.28,17590.71,3221.17,14369.54,686.73,0.0,0.0,0.0,22,19,925.83,2711.86,7893.03,655.3,1774.12,884.4,0.0,1447.05,2224.95,0.0,transporte,7893.03,0.4487,6228.84,6228.84,0.7178,0.0,0.028,0.0,0.0,0.5864,0.1831,0.0,0.0211,0.0,0.0,0.0415,3620.08,0
USR_00040,2025-06,2025,6,Junio,En observación,Gasto elevado,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,22102.26,1814.86,23917.12,18795.26,2649.59,16145.67,0.0,0.0,0.0,0.0,23,21,895.01,3841.76,6383.51,685.87,981.49,310.62,174.22,1493.88,4923.91,0.0,transporte,6383.51,0.3396,5121.86,5121.86,0.7858,0.0,0.0,0.0,0.0,0.6751,0.141,0.0,-0.0034,0.0,0.0,0.0127,4765.35,0
USR_00040,2025-07,2025,7,Julio,En observación,Gasto elevado,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,22246.37,0.0,22246.37,17617.47,3348.49,14268.98,0.0,2510.15,1023.1,0.0,24,21,838.93,2354.09,2769.95,2115.41,2911.49,0.0,2604.59,2192.94,1544.24,1124.76,vivienda,2911.49,0.1653,1095.65,1095.65,0.7919,0.1128,0.0,0.0,0.046,0.6414,0.1901,0.5483,-0.0731,0.0,0.0,0.0498,4148.78,0
USR_00040,2025-08,2025,8,Agosto,En observación,Ahorro insuficiente,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,21008.65,1617.93,22626.58,14371.99,2676.21,11695.78,0.0,0.0,0.0,0.0,21,19,756.42,2886.99,1006.94,2742.5,854.73,3270.79,53.38,2322.55,1234.11,0.0,educacion,3270.79,0.2276,8254.59,8254.59,0.6352,0.0,0.0,0.0,0.0,0.5169,0.1862,0.0,-0.0572,0.0,0.0,0.0382,4824.03,0
USR_00040,2025-09,2025,9,Septiembre,En observación,Gasto elevado,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,22305.83,1567.65,23873.48,18289.55,2909.39,15380.16,0.0,2546.7,0.0,0.0,24,21,870.93,5952.07,773.27,1510.36,3078.62,1728.02,1113.55,1466.64,63.81,2603.21,alimentacion,5952.07,0.3254,3037.23,3037.23,0.7661,0.1067,0.0,0.0,0.0,0.6442,0.1591,0.5183,-0.0053,0.0,0.0,0.0371,4129.16,0
USR_00040,2025-10,2025,10,Octubre,En observación,Ahorro insuficiente,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,20860.92,1985.48,22846.4,16395.3,3330.96,13064.34,0.0,0.0,0.0,0.0,22,20,819.76,6255.45,1821.46,0.0,1760.82,1916.46,2748.1,1733.19,159.82,0.0,alimentacion,6255.45,0.3815,6451.1,6451.1,0.7176,0.0,0.0,0.0,0.0,0.5718,0.2032,0.0,-0.0481,0.0,0.0,0.0288,5914.31,0
USR_00040,2025-11,2025,11,Noviembre,Saludable,Equilibrado,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,23576.86,2036.05,25612.91,16572.71,3979.3,12593.41,0.0,3113.87,0.0,0.0,23,20,828.64,1854.37,3167.31,2757.06,3070.68,1426.36,1809.95,2486.98,0.0,0.0,transporte,3167.31,0.1911,5926.33,5926.33,0.647,0.1216,0.0,0.0,0.0,0.4917,0.2401,0.5907,0.0672,0.0,0.0,0.058,5138.22,0
USR_00040,2025-12,2025,12,Diciembre,En observación,Ahorro insuficiente,46,F,Profesor,Vive con familia,Tepic,21919.84,2079.92,23999.76,20.58,Baja,0.5164,12393.48,22255.83,2487.32,24743.15,16280.14,2761.1,13519.04,0.0,0.0,0.0,0.0,22,20,814.01,1138.52,1700.95,1888.34,1666.43,2681.19,2929.4,1523.16,1038.63,1713.52,entretenimiento,2929.4,0.1799,8463.01,8463.01,0.658,0.0,0.0,0.0,0.0,0.5464,0.1696,0.0,0.031,0.0,0.0,0.058,6946.81,0
USR_00041,2025-01,2025,1,Enero,En riesgo,Déficit y financiamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,28542.67,2874.88,31417.55,33895.63,8472.89,25422.74,1571.98,0.0,0.0,4050.05,28,24,1412.32,9111.22,10014.61,0.0,6532.93,100.75,6007.13,1939.96,0.0,189.03,transporte,10014.61,0.2955,-4050.06,-0.01,1.0789,0.0,0.05,0.1289,0.0,0.8092,0.25,0.0,0.0328,19732.61,0.6281,0.0,-4050.06,1
USR_00041,2025-02,2025,2,Febrero,En riesgo,Endeudamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,29017.93,2345.45,31363.38,26590.45,7290.86,19299.59,1437.77,0.0,0.0,0.0,25,22,1208.66,7304.38,0.0,488.19,8171.11,0.0,2499.03,1645.31,4534.19,1948.24,vivienda,8171.11,0.3073,3335.16,3335.16,0.8478,0.0,0.0458,0.0,0.0,0.6154,0.2742,0.0,0.031,18294.84,0.5833,0.0012,-357.45,1
USR_00041,2025-03,2025,3,Marzo,En riesgo,Déficit y financiamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,29559.92,1947.32,31507.24,33217.64,7919.82,25297.82,1388.62,0.0,0.0,3099.0,29,25,1328.71,8550.04,4117.19,2347.94,5077.89,122.64,0.0,2213.58,7512.06,3276.3,alimentacion,8550.04,0.2574,-3099.02,-0.02,1.0543,0.0,0.0441,0.0984,0.0,0.8029,0.2384,0.0,0.0357,20005.22,0.6349,0.0023,-1271.31,2
USR_00041,2025-04,2025,4,Abril,En riesgo,Déficit y financiamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,29507.33,1898.67,31406.0,32960.88,8061.16,24899.72,1797.62,0.0,0.0,3352.52,28,24,1373.37,9945.55,5234.31,2772.47,5804.46,1861.54,2155.03,1463.65,2558.18,1165.69,alimentacion,9945.55,0.3017,-3352.5,0.02,1.0495,0.0,0.0572,0.1067,0.0,0.7928,0.2446,0.0,0.0324,21560.12,0.6865,0.0024,-1038.79,2
USR_00041,2025-05,2025,5,Mayo,En riesgo,Endeudamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,28206.69,2635.57,30842.26,27196.35,7609.4,19586.95,1548.07,0.0,0.0,0.0,25,22,1236.2,3311.06,2114.86,556.4,8618.34,0.0,1349.61,1442.41,6370.14,3433.53,vivienda,8618.34,0.3169,2097.84,2097.84,0.8818,0.0,0.0502,0.0,0.0,0.6351,0.2798,0.0,0.0139,20012.05,0.6489,0.0115,-1451.23,2
USR_00041,2025-06,2025,6,Junio,En riesgo,Endeudamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,27462.99,2184.6,29647.59,25360.77,7851.91,17508.86,2003.96,0.0,0.0,0.0,24,21,1207.66,4858.04,1840.83,453.06,5940.52,0.0,3018.69,1911.39,5559.48,1778.76,vivienda,5940.52,0.2342,2282.86,2282.86,0.8554,0.0,0.0676,0.0,0.0,0.5906,0.3096,0.0,-0.0254,18008.09,0.6074,0.0293,342.73,1
USR_00041,2025-07,2025,7,Julio,En riesgo,Déficit y financiamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,27590.37,2797.29,30387.66,29466.17,8364.34,21101.83,1342.73,0.0,0.0,421.26,26,22,1339.37,5436.02,3028.87,3364.29,6585.84,1609.59,238.15,1628.94,5368.31,2206.16,vivienda,6585.84,0.2235,-421.24,0.02,0.9697,0.0,0.0442,0.0139,0.0,0.6944,0.2839,0.0,-0.0011,17086.62,0.5623,0.0199,1319.82,1
USR_00041,2025-08,2025,8,Agosto,En riesgo,Déficit y financiamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,28617.21,2679.22,31296.43,30613.81,7664.48,22949.33,1861.95,0.0,0.0,1179.32,27,23,1331.04,6286.15,1305.41,2992.61,9226.28,0.0,3819.57,1854.42,5129.37,0.0,vivienda,9226.28,0.3014,-1179.33,-0.01,0.9782,0.0,0.0595,0.0377,0.0,0.7333,0.2504,0.0,0.0288,16403.99,0.5241,0.0271,227.43,2
USR_00041,2025-09,2025,9,Septiembre,En riesgo,Endeudamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,27577.36,1394.12,28971.48,26903.66,7625.71,19277.95,1926.05,116.25,0.0,0.0,26,22,1222.89,4981.34,2875.09,2403.66,5534.83,404.37,3355.3,1717.92,4836.66,794.49,vivienda,5534.83,0.2057,25.52,25.52,0.9286,0.004,0.0665,0.0,0.0,0.6654,0.2834,0.0409,-0.0476,14477.94,0.4997,0.0388,-525.02,2
USR_00041,2025-10,2025,10,Octubre,En riesgo,Déficit y financiamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,29650.49,0.0,29650.49,30916.23,6463.83,24452.4,1804.5,0.0,0.0,3070.25,26,23,1344.18,2413.53,3802.62,2310.47,4619.19,1760.64,3311.84,3116.86,4963.37,4617.71,compras,4963.37,0.1605,-3070.24,0.01,1.0427,0.0,0.0609,0.1035,0.0,0.8247,0.2091,0.0,-0.0253,15743.69,0.531,0.0399,-1408.02,2
USR_00041,2025-11,2025,11,Noviembre,En riesgo,Déficit y financiamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,27862.36,2082.19,29944.55,29163.51,7423.2,21740.31,1643.09,0.0,0.0,862.05,27,23,1267.98,6595.98,1625.65,2040.82,10576.76,0.0,302.42,2459.35,2404.5,3158.03,vivienda,10576.76,0.3627,-862.05,-0.0,0.9739,0.0,0.0549,0.0288,0.0,0.726,0.2545,0.0,-0.0156,14962.65,0.4997,0.0169,-1302.26,2
USR_00041,2025-12,2025,12,Diciembre,En riesgo,Endeudamiento,48,M,Analista de Datos,Vive con pareja,Puebla,28437.85,1982.71,30420.56,9.8,Baja,0.5672,17254.54,30482.97,2015.64,32498.61,29000.17,7578.97,21421.2,1303.84,0.0,0.0,0.0,25,22,1318.19,7511.54,2808.61,816.16,6124.41,1329.89,4083.93,1529.15,3709.39,1087.09,alimentacion,7511.54,0.259,2194.6,2194.6,0.8924,0.0,0.0401,0.0,0.0,0.6591,0.2613,0.0,0.0683,13658.81,0.4203,0.051,-579.23,2
USR_00042,2025-01,2025,1,Enero,Saludable,Equilibrado,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,22321.11,1178.37,23499.48,16074.64,4960.41,11114.23,1360.51,2182.21,1385.87,0.0,24,19,846.03,3494.68,0.0,887.4,4298.24,0.0,1458.87,1505.29,4430.16,0.0,compras,4430.16,0.2756,2496.25,2496.25,0.684,0.0929,0.0579,0.0,0.059,0.473,0.3086,0.906,0.017,7505.63,0.3194,0.0,2496.25,0
USR_00042,2025-02,2025,2,Febrero,En observación,Ahorro insuficiente,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,22216.97,815.06,23032.03,17550.08,5090.89,12459.19,1715.58,0.0,0.0,0.0,22,19,923.69,4760.71,2531.67,2403.04,3410.71,434.5,605.99,1544.95,1591.02,267.49,alimentacion,4760.71,0.2713,3766.37,3766.37,0.762,0.0,0.0745,0.0,0.0,0.541,0.2901,0.0,-0.0032,5790.05,0.2514,0.0142,3131.31,0
USR_00042,2025-03,2025,3,Marzo,En observación,Ahorro insuficiente,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,22978.3,0.0,22978.3,17678.27,5748.59,11929.68,1709.51,0.0,551.22,0.0,21,18,982.13,4311.93,3013.76,723.42,5533.1,0.0,2008.75,1197.86,0.0,889.45,vivienda,5533.1,0.313,3039.3,3039.3,0.7693,0.0,0.0744,0.0,0.024,0.5192,0.3252,0.0,-0.0056,4080.54,0.1776,0.0124,3100.64,0
USR_00042,2025-04,2025,4,Abril,En observación,Ahorro insuficiente,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,21864.32,723.17,22587.49,14928.13,5664.45,9263.68,1242.19,0.0,0.0,0.0,22,19,785.69,0.0,36.14,1139.24,3643.71,1140.09,4332.01,1409.82,1944.87,1282.25,entretenimiento,4332.01,0.2902,6417.17,6417.17,0.6609,0.0,0.055,0.0,0.0,0.4101,0.3794,0.0,-0.0225,2838.35,0.1257,0.0106,4407.61,0
USR_00042,2025-05,2025,5,Mayo,En observación,Ahorro insuficiente,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,23147.9,0.0,23147.9,18207.01,4976.33,13230.68,1653.99,0.0,0.0,0.0,22,20,910.35,3185.82,1720.69,1294.1,4674.23,1721.99,699.21,1259.06,1994.09,1657.82,vivienda,4674.23,0.2567,3286.9,3286.9,0.7866,0.0,0.0715,0.0,0.0,0.5716,0.2733,0.0,0.0018,1184.36,0.0512,0.0125,4247.79,0
USR_00042,2025-06,2025,6,Junio,En observación,Ahorro insuficiente,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,20981.2,1002.54,21983.74,15834.14,4954.43,10879.71,1184.35,0.0,0.0,0.0,22,19,833.38,1232.12,0.0,7582.56,3520.99,0.0,173.28,1260.16,2065.03,0.0,salud,7582.56,0.4789,4965.25,4965.25,0.7203,0.0,0.0539,0.0,0.0,0.4949,0.3129,0.0,-0.0486,0.01,0.0,0.0258,4889.77,0
USR_00042,2025-07,2025,7,Julio,Saludable,Equilibrado,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,22963.57,1214.09,24177.66,15039.18,6242.38,8796.8,0.0,2671.75,1232.12,0.0,22,18,835.51,4739.2,288.69,3007.47,4428.66,0.0,223.75,1082.89,1268.52,0.0,alimentacion,4739.2,0.3151,5234.61,5234.61,0.622,0.1105,0.0,0.0,0.051,0.3638,0.4151,1.0,0.0463,0.01,0.0,0.0475,4495.59,0
USR_00042,2025-08,2025,8,Agosto,En observación,Ahorro insuficiente,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,23107.11,513.87,23620.98,15828.76,5941.82,9886.94,0.0,0.0,786.89,0.0,20,17,931.1,1153.98,875.9,0.0,4550.93,0.0,2963.12,1281.69,821.46,4181.68,vivienda,4550.93,0.2875,7005.33,7005.33,0.6701,0.0,0.0,0.0,0.0333,0.4186,0.3754,0.0,0.0222,0.01,0.0,0.049,5735.06,0
USR_00042,2025-09,2025,9,Septiembre,Saludable,Equilibrado,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,23132.94,0.0,23132.94,18101.08,5397.67,12703.41,0.0,2253.52,0.0,0.0,23,21,861.96,4715.77,903.75,360.52,4922.92,1592.88,129.52,1585.33,2585.58,1304.81,vivienda,4922.92,0.272,2778.34,2778.34,0.7825,0.0974,0.0,0.0,0.0,0.5491,0.2982,0.9504,0.0011,0.01,0.0,0.0221,5006.09,0
USR_00042,2025-10,2025,10,Octubre,En observación,Ahorro insuficiente,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,21572.68,0.0,21572.68,13480.09,5190.03,8290.06,0.0,0.0,0.0,0.0,19,18,748.89,2927.26,982.54,699.36,4536.73,0.0,1118.03,1866.47,220.56,1129.14,vivienda,4536.73,0.3366,8092.59,8092.59,0.6249,0.0,0.0,0.0,0.0,0.3843,0.385,0.0,-0.0664,0.01,0.0,0.047,5958.75,0
USR_00042,2025-11,2025,11,Noviembre,En observación,Ahorro insuficiente,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,22961.98,0.0,22961.98,15389.13,5702.06,9687.07,0.0,0.0,892.26,0.0,19,17,905.24,4202.23,1363.45,409.69,3785.7,1405.74,1824.22,1506.67,396.39,495.04,alimentacion,4202.23,0.2731,6680.59,6680.59,0.6702,0.0,0.0,0.0,0.0389,0.4219,0.3705,0.0,-0.0063,0.01,0.0,0.0379,5850.51,0
USR_00042,2025-12,2025,12,Diciembre,Saludable,Equilibrado,69,F,Jubilado,Vive con pareja,Morelia,22182.26,924.7,23106.96,10.25,Baja,0.3837,8866.14,21475.22,795.41,22270.63,15363.43,4977.67,10385.76,0.0,2720.59,0.0,0.0,21,18,853.52,1678.53,1087.51,93.2,3585.58,2843.39,1659.73,1466.02,2949.47,0.0,vivienda,3585.58,0.2334,4186.61,4186.61,0.6899,0.1222,0.0,0.0,0.0,0.4663,0.324,1.0,-0.0362,0.01,0.0,0.0312,6319.93,0
USR_00043,2025-01,2025,1,Enero,En riesgo,Gasto elevado,55,O,Profesor,Vive con pareja,Chilpancingo,22883.28,2062.2,24945.48,9.24,Alta,0.2061,5141.26,22298.77,1581.2,23879.97,23004.55,6717.69,16286.86,829.22,37.85,0.0,0.0,24,20,1150.23,3895.91,3075.87,1488.84,6660.79,2588.47,1805.42,3460.88,28.37,0.0,vivienda,6660.79,0.2895,8.35,8.35,0.9633,0.0016,0.0347,0.0,0.0,0.682,0.292,0.0172,-0.0427,4312.04,0.1806,0.0,8.35,0
USR_00043,2025-02,2025,2,Febrero,En riesgo,Déficit y financiamiento,55,O,Profesor,Vive con pareja,Chilpancingo,22883.28,2062.2,24945.48,9.24,Alta,0.2061,5141.26,22464.92,0.0,22464.92,21907.39,5851.36,16056.03,1147.21,0.0,0.0,589.67,23,20,1095.37,5277.73,5651.7,504.88,4470.51,0.0,1488.33,1204.79,1138.04,2171.41,transporte,5651.7,0.258,-589.68,-0.01,0.9752,0.0,0.0511,0.0262,0.0,0.7147,0.2671,0.0,-0.0994,3754.5,0.1671,0.0432,-290.66,1
USR_00043,2025-03,2025,3,Marzo,En riesgo,Déficit y financiamiento,55,O,Profesor,Vive con pareja,Chilpancingo,22883.28,2062.2,24945.48,9.24,Alta,0.2061,5141.26,22925.64,1974.15,24899.79,24233.87,6155.95,18077.92,1527.59,0.0,0.0,861.69,24,20,1211.69,6039.48,89.81,1599.06,4693.07,2543.77,3643.5,5350.42,114.7,160.06,alimentacion,6039.48,0.2492,-861.67,0.02,0.9733,0.0,0.0613,0.0346,0.0,0.726,0.254,0.0,-0.0018,3088.6,0.124,0.0515,-481.0,2
USR_00043,2025-04,2025,4,Abril,En observación,Equilibrado,55,O,Profesor,Vive con pareja,Chilpancingo,22883.28,2062.2,24945.48,9.24,Alta,0.2061,5141.26,22581.52,2394.76,24976.28,21585.29,7017.55,14567.74,896.01,1962.21,0.0,0.0,25,21,1027.87,3585.2,2526.61,953.06,5217.24,1630.46,2502.36,1514.1,3656.26,0.0,vivienda,5217.24,0.2417,532.77,532.77,0.8642,0.0786,0.0359,0.0,0.0,0.5833,0.3251,0.8502,0.0012,2192.59,0.0878,0.0592,-306.19,2
USR_00043,2025-05,2025,5,Mayo,En observación,Gasto elevado,55,O,Profesor,Vive con pareja,Chilpancingo,22883.28,2062.2,24945.48,9.24,Alta,0.2061,5141.26,22599.19,0.0,22599.19,20877.73,4872.68,16005.05,817.38,741.35,0.0,0.0,22,19,1098.83,11242.92,0.0,0.0,3794.95,0.0,4329.24,1077.73,432.89,0.0,alimentacion,11242.92,0.5385,162.73,162.73,0.9238,0.0328,0.0362,0.0,0.0,0.7082,0.2334,0.355,-0.0941,1375.21,0.0609,0.0559,-55.39,1
USR_00043,2025-06,2025,6,Junio,En riesgo,Déficit y financiamiento,55,O,Profesor,Vive con pareja,Chilpancingo,22883.28,2062.2,24945.48,9.24,Alta,0.2061,5141.26,23116.24,1578.85,24695.09,24090.08,5215.59,18874.49,1130.73,0.0,0.0,525.71,25,21,1147.15,5431.26,775.75,1408.66,4819.14,1277.92,3980.22,2961.6,2182.21,1253.32,alimentacion,5431.26,0.2255,-525.72,-0.01,0.9755,0.0,0.0458,0.0213,0.0,0.7643,0.2165,0.0,-0.01,770.19,0.0312,0.0539,56.59,1
USR_00043,2025-07,2025,7,Julio,En riesgo,Gasto elevado,55,O,Profesor,Vive con pareja,Chilpancingo,22883.28,2062.2,24945.48,9.24,Alta,0.2061,5141.26,22690.52,0.0,22690.52,21690.14,5240.26,16449.88,770.19,188.74,0.0,0.0,23,20,1084.51,3666.84,1417.14,1845.29,3717.4,0.0,4799.71,3357.4,2886.36,0.0,entretenimiento,4799.71,0.2213,41.45,41.45,0.9559,0.0083,0.0339,0.0,0.0,0.725,0.2416,0.09,-0.0904,0.0,0.0,0.0508,-107.18,1
